Date.Time,Year,Month,Day,Max.Temp,Min.Temp,Mean.Temp,Heat.Deg.Days,Cool.Deg.Days,Total.Rain,Total.Snow,Total.Precip,Snow.on.Grnd,Dir.of.Max.Gust,Spd.of.Max.Gust
1954-01-16,1954,1,16,-21.7,-39.4,-30.6,48.6,0,0,0,0,,,
1954-01-17,1954,1,17,-23.3,-31.1,-27.2,45.2,0,0,1,1,,,
1954-01-18,1954,1,18,-19.4,-34.4,-26.9,44.9,0,0,0.8,0.8,,,
1954-01-19,1954,1,19,-22.8,-30.6,-26.7,44.7,0,0,0.5,0.5,,,
1954-01-20,1954,1,20,-25.6,-39.4,-32.5,50.5,0,0,0,0,,,
1954-01-21,1954,1,21,-30.6,-33.3,-32,50,0,0,0,0,,,
1954-01-22,1954,1,22,-29.4,-33.9,-31.7,49.7,0,0,5.3,5.3,,,
1954-01-23,1954,1,23,-26.7,-36.1,-31.4,49.4,0,0,0.5,0.5,,,
1954-01-24,1954,1,24,-27.2,-40,-33.6,51.6,0,0,0.3,0.3,,,
1954-01-25,1954,1,25,-28.3,-38.3,-33.3,51.3,0,0,0,0,,,
1954-01-26,1954,1,26,-27.8,-33.9,-30.9,48.9,0,0,0,0,,,
1954-01-27,1954,1,27,-24.4,-35.6,-30,48,0,0,0,0,,,
1954-01-28,1954,1,28,-9.4,-28.3,-18.9,36.9,0,0,0,0,,,
1954-01-29,1954,1,29,-6.1,-23.9,-15,33,0,0,0,0,,,
1954-01-30,1954,1,30,7.8,-18.9,-5.6,23.6,0,0,0,0,,,
1954-01-31,1954,1,31,5.6,-2.2,1.7,16.3,0,0,0,0,,,
1954-02-01,1954,2,1,7.2,-4.4,1.4,16.6,0,0,0,0,,,
1954-02-02,1954,2,2,12.8,4.4,8.6,9.4,0,0,0,0,,,
1954-02-03,1954,2,3,13.3,3.9,8.6,9.4,0,0,0,0,,,
1954-02-04,1954,2,4,9.4,3.3,6.4,11.6,0,0,0,0,,,
1954-02-05,1954,2,5,10.6,0,5.3,12.7,0,0,0,0,,,
1954-02-06,1954,2,6,15.6,-1.7,7,11,0,0,0,0,,,
1954-02-07,1954,2,7,16.1,1.7,8.9,9.1,0,0,0,0,,,
1954-02-08,1954,2,8,17.2,4.4,10.8,7.2,0,0,0,0,,,
1954-02-09,1954,2,9,-1.1,-3.9,-2.5,20.5,0,0,3.3,3.3,,,
1954-02-10,1954,2,10,-7.8,-11.1,-9.5,27.5,0,0,2.8,2.8,,,
1954-02-11,1954,2,11,-17.8,-20,-18.9,36.9,0,0,3,3,,,
1954-02-12,1954,2,12,-15.6,-18.9,-17.3,35.3,0,0,1.8,1.8,,,
1954-02-13,1954,2,13,-14.4,-17.2,-15.8,33.8,0,0,0,0,,,
1954-02-14,1954,2,14,-16.1,-22.8,-19.5,37.5,0,0,1.8,1.8,,,
1954-02-15,1954,2,15,2.8,-22.8,-10,28,0,0,0,0,,,
1954-02-16,1954,2,16,7.8,-3.9,2,16,0,0,0,0,,,
1954-02-17,1954,2,17,8.9,-3.3,2.8,15.2,0,0,0,0,,,
1954-02-18,1954,2,18,3.9,-10.6,-3.4,21.4,0,0,0,0,,,
1954-02-19,1954,2,19,6.7,-8.9,-1.1,19.1,0,0,0,0,,,
1954-02-20,1954,2,20,2.2,-3.9,-0.9,18.9,0,0,0,0,,,
1954-02-21,1954,2,21,10,-5.6,2.2,15.8,0,0,0,0,,,
1954-02-22,1954,2,22,8.3,-1.1,3.6,14.4,0,0,0,0,,,
1954-02-23,1954,2,23,13.3,-1.7,5.8,12.2,0,0,6.4,6.4,,,
1954-02-24,1954,2,24,3.9,-4.4,-0.3,18.3,0,0,5.8,5.8,,,
1954-02-25,1954,2,25,5,-4.4,0.3,17.7,0,0,0,0,,,
1954-02-26,1954,2,26,1.7,-5.6,-2,20,0,0,0,0,,,
1954-02-27,1954,2,27,2.8,-7.2,-2.2,20.2,0,0,0,0,,,
1954-02-28,1954,2,28,2.2,-5.6,-1.7,19.7,0,0,0.3,0.3,,,
1954-03-01,1954,3,1,-16.1,-21.7,-18.9,36.9,0,0,0,0,,,
1954-03-02,1954,3,2,-9.4,-24.4,-16.9,34.9,0,0,0,0,,,
1954-03-03,1954,3,3,0.6,-16.7,-8.1,26.1,0,0,0,0,,,
1954-03-04,1954,3,4,6.7,-13.9,-3.6,21.6,0,0,0,0,,,
1954-03-05,1954,3,5,10,-3.9,3.1,14.9,0,0,0,0,,,
1954-03-06,1954,3,6,-2.8,-6.7,-4.8,22.8,0,0,0.5,0.5,,,
1954-03-07,1954,3,7,2.8,-15.6,-6.4,24.4,0,0,0,0,,,
1954-03-08,1954,3,8,8.9,-7.2,0.9,17.1,0,0,0,0,,,
1954-03-09,1954,3,9,6.7,-2.8,2,16,0,0,0,0,,,
1954-03-10,1954,3,10,6.1,0.6,3.4,14.6,0,0,0,0,,,
1954-03-11,1954,3,11,-2.2,-5,-3.6,21.6,0,0,3.6,3.6,,,
1954-03-12,1954,3,12,-3.9,-6.7,-5.3,23.3,0,0,1.8,1.8,,,
1954-03-13,1954,3,13,-2.2,-16.7,-9.5,27.5,0,0,0.3,0.3,,,
1954-03-14,1954,3,14,-1.1,-8.3,-4.7,22.7,0,0,0.8,0.8,,,
1954-03-15,1954,3,15,-1.7,-12.8,-7.3,25.3,0,0,0,0,,,
1954-03-16,1954,3,16,-5,-11.1,-8.1,26.1,0,0,0.3,0.3,,,
1954-03-17,1954,3,17,-4.4,-7.8,-6.1,24.1,0,0,2.3,2.3,,,
1954-03-18,1954,3,18,-3.3,-10,-6.7,24.7,0,0,1,1,,,
1954-03-19,1954,3,19,-0.6,-9.4,-5,23,0,0,0.3,0.3,,,
1954-03-20,1954,3,20,-2.8,-5.6,-4.2,22.2,0,0,0.3,0.3,,,
1954-03-21,1954,3,21,1.1,-10,-4.5,22.5,0,0,0,0,,,
1954-03-22,1954,3,22,6.7,-6.7,0,18,0,0,1.3,1.3,,,
1954-03-23,1954,3,23,-2.2,-5.6,-3.9,21.9,0,0,2.5,2.5,,,
1954-03-24,1954,3,24,-3.9,-6.7,-5.3,23.3,0,0,1.3,1.3,,,
1954-03-25,1954,3,25,-1.7,-15.6,-8.7,26.7,0,0,5.8,5.8,,,
1954-03-26,1954,3,26,-10.6,-11.7,-11.2,29.2,0,0,6.1,6.1,,,
1954-03-27,1954,3,27,-15,-16.7,-15.9,33.9,0,0,1.5,1.5,,,
1954-03-28,1954,3,28,-5,-25,-15,33,0,0,5.8,5.8,,,
1954-03-29,1954,3,29,-9.4,-12.2,-10.8,28.8,0,0,1.5,1.5,,,
1954-03-30,1954,3,30,-7.8,-17.8,-12.8,30.8,0,0,0,0,,,
1954-03-31,1954,3,31,-6.7,-18.3,-12.5,30.5,0,0,0,0,,,
1954-04-01,1954,4,1,-15,-23.3,-19.2,37.2,0,0,3.8,3.8,,,
1954-04-02,1954,4,2,-18.9,-30,-24.5,42.5,0,0,0.3,0.3,,,
1954-04-03,1954,4,3,-7.8,-22.2,-15,33,0,0,0,0,,,
1954-04-04,1954,4,4,-7.2,-19.4,-13.3,31.3,0,0,0,0,,,
1954-04-05,1954,4,5,5.6,-9.4,-1.9,19.9,0,0,0,0,,,
1954-04-06,1954,4,6,-5,-11.1,-8.1,26.1,0,0,0.5,0.5,,,
1954-04-07,1954,4,7,5,-17.2,-6.1,24.1,0,0,0,0,,,
1954-04-08,1954,4,8,8.3,-6.1,1.1,16.9,0,0,0,0,,,
1954-04-09,1954,4,9,3.9,-2.2,0.9,17.1,0,0,1,1,,,
1954-04-10,1954,4,10,5.6,-2.8,1.4,16.6,0,0,0,0,,,
1954-04-11,1954,4,11,12.2,-4.4,3.9,14.1,0,0,0,0,,,
1954-04-12,1954,4,12,13.3,0.6,7,11,0,0,0,0,,,
1954-04-13,1954,4,13,17.8,-1.7,8.1,9.9,0,0,0,0,,,
1954-04-14,1954,4,14,5.6,-3.3,1.2,16.8,0,0,1,1,,,
1954-04-15,1954,4,15,11.1,-3.3,3.9,14.1,0,0,0,0,,,
1954-04-16,1954,4,16,18.3,3.9,11.1,6.9,0,1.3,0.8,2,,,
1954-04-17,1954,4,17,1.1,-2.2,-0.6,18.6,0,0,1,1,,,
1954-04-18,1954,4,18,2.8,-5,-1.1,19.1,0,0,0,0,,,
1954-04-19,1954,4,19,1.1,-5,-2,20,0,0,6.6,6.6,,,
1954-04-20,1954,4,20,1.1,-6.7,-2.8,20.8,0,0,0.3,0.3,,,
1954-04-21,1954,4,21,10.6,-5,2.8,15.2,0,0,0,0,,,
1954-04-22,1954,4,22,5.6,0,2.8,15.2,0,0,2,2,,,
1954-04-23,1954,4,23,-1.1,-6.7,-3.9,21.9,0,0,0.5,0.5,,,
1954-04-24,1954,4,24,-4.4,-6.7,-5.6,23.6,0,0,7.4,7.4,,,
1954-04-25,1954,4,25,-6.7,-8.3,-7.5,25.5,0,0,4.1,4.1,,,
1954-04-26,1954,4,26,-6.1,-11.7,-8.9,26.9,0,0,4.1,4.1,,,
1954-04-27,1954,4,27,-5,-8.9,-7,25,0,0,2,2,,,
1954-04-28,1954,4,28,-8.9,-10.6,-9.8,27.8,0,0,2.5,2.5,,,
1954-04-29,1954,4,29,-6.7,-14.4,-10.6,28.6,0,0,1.3,1.3,,,
1954-04-30,1954,4,30,-4.4,-17.8,-11.1,29.1,0,0,0,0,,,
1954-05-01,1954,5,1,-0.6,-16.7,-8.7,26.7,0,0,0,0,,,
1954-05-02,1954,5,2,2.8,-13.3,-5.3,23.3,0,0,0,0,,,
1954-05-03,1954,5,3,8.9,-4.4,2.3,15.7,0,0,0,0,,,
1954-05-04,1954,5,4,16.1,1.7,8.9,9.1,0,0,0,0,,,
1954-05-05,1954,5,5,11.1,2.2,6.7,11.3,0,1.3,0,1.3,,,
1954-05-06,1954,5,6,12.2,1.7,7,11,0,0,0,0,,,
1954-05-07,1954,5,7,13.9,-1.7,6.1,11.9,0,0,0,0,,,
1954-05-08,1954,5,8,14.4,0,7.2,10.8,0,0,0,0,,,
1954-05-09,1954,5,9,17.2,2.2,9.7,8.3,0,0.5,0,0.5,,,
1954-05-10,1954,5,10,8.9,4.4,6.7,11.3,0,2.8,0,2.8,,,
1954-05-11,1954,5,11,10,4.4,7.2,10.8,0,30,0,30,,,
1954-05-12,1954,5,12,12.8,1.7,7.3,10.7,0,0.3,0,0.3,,,
1954-05-13,1954,5,13,10.6,2.8,6.7,11.3,0,0.8,0,0.8,,,
1954-05-14,1954,5,14,13.9,1.7,7.8,10.2,0,0,0,0,,,
1954-05-15,1954,5,15,15,4.4,9.7,8.3,0,0,0,0,,,
1954-05-16,1954,5,16,18.9,6.7,12.8,5.2,0,0,0,0,,,
1954-05-17,1954,5,17,19.4,3.9,11.7,6.3,0,0,0,0,,,
1954-05-18,1954,5,18,24.4,8.9,16.7,1.3,0,0,0,0,,,
1954-05-19,1954,5,19,25.6,10.6,18.1,0,0.1,0,0,0,,,
1954-05-20,1954,5,20,19.4,5,12.2,5.8,0,0,0,0,,,
1954-05-21,1954,5,21,13.9,8.3,11.1,6.9,0,0,0,0,,,
1954-05-22,1954,5,22,11.1,5,8.1,9.9,0,0,0,0,,,
1954-05-23,1954,5,23,15,3.3,9.2,8.8,0,0,0,0,,,
1954-05-24,1954,5,24,20,3.9,12,6,0,0,0,0,,,
1954-05-25,1954,5,25,15.6,6.1,10.9,7.1,0,0.3,0,0.3,,,
1954-05-26,1954,5,26,11.1,5.6,8.4,9.6,0,9.7,0,9.7,,,
1954-05-27,1954,5,27,11.7,3.3,7.5,10.5,0,0.5,0,0.5,,,
1954-05-28,1954,5,28,17.8,3.9,10.9,7.1,0,0.5,0,0.5,,,
1954-05-29,1954,5,29,14.4,6.7,10.6,7.4,0,1.3,0,1.3,,,
1954-05-30,1954,5,30,9.4,3.3,6.4,11.6,0,0.3,0,0.3,,,
1954-05-31,1954,5,31,15.6,2.2,8.9,9.1,0,9.9,0,9.9,,,
1954-06-01,1954,6,1,6.1,1.7,3.9,14.1,0,1.5,0,1.5,,,
1954-06-02,1954,6,2,13.9,3.3,8.6,9.4,0,0,0,0,,,
1954-06-03,1954,6,3,17.8,4.4,11.1,6.9,0,0.8,0,0.8,,,
1954-06-04,1954,6,4,17.8,8.3,13.1,4.9,0,9.9,0,9.9,,,
1954-06-05,1954,6,5,11.1,7.2,9.2,8.8,0,1.5,0,1.5,,,
1954-06-06,1954,6,6,7.8,5.6,6.7,11.3,0,6.6,0,6.6,,,
1954-06-07,1954,6,7,10,2.8,6.4,11.6,0,2,0,2,,,
1954-06-08,1954,6,8,11.1,6.1,8.6,9.4,0,7.9,0,7.9,,,
1954-06-09,1954,6,9,9.4,6.1,7.8,10.2,0,7.9,0,7.9,,,
1954-06-10,1954,6,10,15.6,7.2,11.4,6.6,0,0,0,0,,,
1954-06-11,1954,6,11,17.2,8.3,12.8,5.2,0,11.9,0,11.9,,,
1954-06-12,1954,6,12,21.1,7.8,14.5,3.5,0,0,0,0,,,
1954-06-13,1954,6,13,18.9,8.3,13.6,4.4,0,5.6,0,5.6,,,
1954-06-14,1954,6,14,18.3,8.3,13.3,4.7,0,0.8,0,0.8,,,
1954-06-15,1954,6,15,18.9,5.6,12.3,5.7,0,0,0,0,,,
1954-06-16,1954,6,16,13.3,5.6,9.5,8.5,0,0.8,0,0.8,,,
1954-06-17,1954,6,17,15,1.7,8.4,9.6,0,0,0,0,,,
1954-06-18,1954,6,18,15,1.7,8.4,9.6,0,0,0,0,,,
1954-06-19,1954,6,19,17.2,5,11.1,6.9,0,0,0,0,,,
1954-06-20,1954,6,20,23.9,5.6,14.8,3.2,0,0,0,0,,,
1954-06-21,1954,6,21,22.8,7.2,15,3,0,0,0,0,,,
1954-06-22,1954,6,22,25,7.8,16.4,1.6,0,0,0,0,,,
1954-06-23,1954,6,23,22.8,7.8,15.3,2.7,0,0,0,0,,,
1954-06-24,1954,6,24,21.1,7.8,14.5,3.5,0,2,0,2,,,
1954-06-25,1954,6,25,20,5,12.5,5.5,0,0,0,0,,,
1954-06-26,1954,6,26,20,7.8,13.9,4.1,0,4.1,0,4.1,,,
1954-06-27,1954,6,27,23.3,8.3,15.8,2.2,0,11.2,0,11.2,,,
1954-06-28,1954,6,28,13.9,8.9,11.4,6.6,0,10.2,0,10.2,,,
1954-06-29,1954,6,29,19.4,5.6,12.5,5.5,0,0,0,0,,,
1954-06-30,1954,6,30,20,8.3,14.2,3.8,0,0,0,0,,,
1954-07-01,1954,7,1,12.2,8.3,10.3,7.7,0,14.7,0,14.7,,,
1954-07-02,1954,7,2,19.4,8.9,14.2,3.8,0,0,0,0,,,
1954-07-03,1954,7,3,21.1,8.9,15,3,0,0,0,0,,,
1954-07-04,1954,7,4,26.7,7.2,17,1,0,0,0,0,,,
1954-07-05,1954,7,5,30.6,9.4,20,0,2,0,0,0,,,
1954-07-06,1954,7,6,25.6,12.8,19.2,0,1.2,0,0,0,,,
1954-07-07,1954,7,7,29.4,11.1,20.3,0,2.3,0,0,0,,,
1954-07-08,1954,7,8,23.3,14.4,18.9,0,0.9,0,0,0,,,
1954-07-09,1954,7,9,21.1,10,15.6,2.4,0,1.3,0,1.3,,,
1954-07-10,1954,7,10,20,8.9,14.5,3.5,0,0,0,0,,,
1954-07-11,1954,7,11,22.8,6.1,14.5,3.5,0,0,0,0,,,
1954-07-12,1954,7,12,23.3,5.6,14.5,3.5,0,0,0,0,,,
1954-07-13,1954,7,13,22.2,5,13.6,4.4,0,0,0,0,,,
1954-07-14,1954,7,14,25.6,6.7,16.2,1.8,0,0,0,0,,,
1954-07-15,1954,7,15,20,11.1,15.6,2.4,0,1.5,0,1.5,,,
1954-07-16,1954,7,16,26.7,10,18.4,0,0.4,0,0,0,,,
1954-07-17,1954,7,17,28.9,11.1,20,0,2,0,0,0,,,
1954-07-18,1954,7,18,28.9,10.6,19.8,0,1.8,0,0,0,,,
1954-07-19,1954,7,19,30.6,8.3,19.5,0,1.5,0,0,0,,,
1954-07-20,1954,7,20,26.1,12.8,19.5,0,1.5,0.3,0,0.3,,,
1954-07-21,1954,7,21,14.4,9.4,11.9,6.1,0,0,0,0,,,
1954-07-22,1954,7,22,22.2,7.2,14.7,3.3,0,0,0,0,,,
1954-07-23,1954,7,23,21.1,10,15.6,2.4,0,0,0,0,,,
1954-07-24,1954,7,24,21.1,3.9,12.5,5.5,0,0,0,0,,,
1954-07-25,1954,7,25,25.6,4.4,15,3,0,0,0,0,,,
1954-07-26,1954,7,26,26.7,6.7,16.7,1.3,0,0,0,0,,,
1954-07-27,1954,7,27,26.1,10.6,18.4,0,0.4,1.5,0,1.5,,,
1954-07-28,1954,7,28,16.7,6.1,11.4,6.6,0,0,0,0,,,
1954-07-29,1954,7,29,19.4,3.9,11.7,6.3,0,0.8,0,0.8,,,
1954-07-30,1954,7,30,23.3,5.6,14.5,3.5,0,0,0,0,,,
1954-07-31,1954,7,31,25,6.7,15.9,2.1,0,0,0,0,,,
1954-08-01,1954,8,1,23.9,10,17,1,0,0,0,0,,,
1954-08-02,1954,8,2,23.9,7.8,15.9,2.1,0,20.1,0,20.1,,,
1954-08-03,1954,8,3,16.7,9.4,13.1,4.9,0,10.2,0,10.2,,,
1954-08-04,1954,8,4,17.8,7.8,12.8,5.2,0,9.4,0,9.4,,,
1954-08-05,1954,8,5,17.2,8.9,13.1,4.9,0,0,0,0,,,
1954-08-06,1954,8,6,20.6,5.6,13.1,4.9,0,2.3,0,2.3,,,
1954-08-07,1954,8,7,21.7,7.2,14.5,3.5,0,1,0,1,,,
1954-08-08,1954,8,8,22.2,5.6,13.9,4.1,0,0,0,0,,,
1954-08-09,1954,8,9,23.9,10.6,17.3,0.7,0,0,0,0,,,
1954-08-10,1954,8,10,22.2,9.4,15.8,2.2,0,0,0,0,,,
1954-08-11,1954,8,11,18.3,10.6,14.5,3.5,0,0.8,0,0.8,,,
1954-08-12,1954,8,12,17.8,9.4,13.6,4.4,0,0,0,0,,,
1954-08-13,1954,8,13,21.1,11.1,16.1,1.9,0,37.1,0,37.1,,,
1954-08-14,1954,8,14,19.4,7.8,13.6,4.4,0,9.4,0,9.4,,,
1954-08-15,1954,8,15,17.2,11.1,14.2,3.8,0,0.3,0,0.3,,,
1954-08-16,1954,8,16,17.2,9.4,13.3,4.7,0,7.6,0,7.6,,,
1954-08-17,1954,8,17,17.8,10,13.9,4.1,0,0,0,0,,,
1954-08-18,1954,8,18,21.1,6.7,13.9,4.1,0,0,0,0,,,
1954-08-19,1954,8,19,11.7,10,10.9,7.1,0,9.1,0,9.1,,,
1954-08-20,1954,8,20,13.3,8.9,11.1,6.9,0,4.1,0,4.1,,,
1954-08-21,1954,8,21,21.1,3.9,12.5,5.5,0,0,0,0,,,
1954-08-22,1954,8,22,20,8.9,14.5,3.5,0,5.6,0,5.6,,,
1954-08-23,1954,8,23,12.2,9.4,10.8,7.2,0,13,0,13,,,
1954-08-24,1954,8,24,11.1,7.2,9.2,8.8,0,75.9,0,75.9,,,
1954-08-25,1954,8,25,18.3,6.7,12.5,5.5,0,0.3,0,0.3,,,
1954-08-26,1954,8,26,10,8.9,9.5,8.5,0,25.9,0,25.9,,,
1954-08-27,1954,8,27,13.3,8.9,11.1,6.9,0,2.8,0,2.8,,,
1954-08-28,1954,8,28,17.8,7.2,12.5,5.5,0,0,0,0,,,
1954-08-29,1954,8,29,26.1,10,18.1,0,0.1,0,0,0,,,
1954-08-30,1954,8,30,24.4,10,17.2,0.8,0,3,0,3,,,
1954-08-31,1954,8,31,20.6,12.8,16.7,1.3,0,0.5,0,0.5,,,
1954-09-01,1954,9,1,20,6.1,13.1,4.9,0,0,0,0,,,
1954-09-02,1954,9,2,21.7,5,13.4,4.6,0,0,0,0,,,
1954-09-03,1954,9,3,13.3,7.8,10.6,7.4,0,1,0,1,,,
1954-09-04,1954,9,4,8.3,6.7,7.5,10.5,0,1.5,0,1.5,,,
1954-09-05,1954,9,5,12.2,6.1,9.2,8.8,0,2.3,0,2.3,,,
1954-09-06,1954,9,6,17.8,1.7,9.8,8.2,0,0,0,0,,,
1954-09-07,1954,9,7,20,4.4,12.2,5.8,0,0,0,0,,,
1954-09-08,1954,9,8,20,8.3,14.2,3.8,0,0,0,0,,,
1954-09-09,1954,9,9,20,5.6,12.8,5.2,0,0,0,0,,,
1954-09-10,1954,9,10,21.1,3.3,12.2,5.8,0,0,0,0,,,
1954-09-11,1954,9,11,18.9,7.8,13.4,4.6,0,0,0,0,,,
1954-09-12,1954,9,12,17.8,3.9,10.9,7.1,0,0,0,0,,,
1954-09-13,1954,9,13,20.6,5,12.8,5.2,0,0,0,0,,,
1954-09-14,1954,9,14,16.7,2.2,9.5,8.5,0,0,0,0,,,
1954-09-15,1954,9,15,8.9,6.1,7.5,10.5,0,9.9,0,9.9,,,
1954-09-16,1954,9,16,5,2.2,3.6,14.4,0,5.3,0,5.3,,,
1954-09-17,1954,9,17,8.9,1.1,5,13,0,1,0,1,,,
1954-09-18,1954,9,18,17.2,2.8,10,8,0,0,0,0,,,
1954-09-19,1954,9,19,17.8,1.1,9.5,8.5,0,0.5,0,0.5,,,
1954-09-20,1954,9,20,15,-2.2,6.4,11.6,0,0,0,0,,,
1954-09-21,1954,9,21,19.4,2.2,10.8,7.2,0,0,0,0,,,
1954-09-22,1954,9,22,21.1,7.2,14.2,3.8,0,0,0,0,,,
1954-09-23,1954,9,23,20.6,3.3,12,6,0,0,0,0,,,
1954-09-24,1954,9,24,23.9,11.7,17.8,0.2,0,0,0,0,,,
1954-09-25,1954,9,25,21.7,5,13.4,4.6,0,0,0,0,,,
1954-09-26,1954,9,26,18.9,7.2,13.1,4.9,0,0,0,0,,,
1954-09-27,1954,9,27,6.7,2.8,4.8,13.2,0,3.8,0,3.8,,,
1954-09-28,1954,9,28,2.8,0,1.4,16.6,0,0.5,0.5,1,,,
1954-09-29,1954,9,29,0.6,-3.3,-1.4,19.4,0,0,2,2,,,
1954-09-30,1954,9,30,2.8,-6.1,-1.7,19.7,0,0,0,0,,,
1954-10-01,1954,10,1,10,-4.4,2.8,15.2,0,0,0,0,,,
1954-10-02,1954,10,2,1.7,-3.3,-0.8,18.8,0,0,4.6,4.6,,,
1954-10-03,1954,10,3,-2.2,-6.7,-4.5,22.5,0,0,0,0,,,
1954-10-04,1954,10,4,1.7,-13.3,-5.8,23.8,0,0,0,0,,,
1954-10-05,1954,10,5,5.6,-10,-2.2,20.2,0,0,0,0,,,
1954-10-06,1954,10,6,12.2,-1.1,5.6,12.4,0,0,0,0,,,
1954-10-07,1954,10,7,21.1,1.7,11.4,6.6,0,0,0,0,,,
1954-10-08,1954,10,8,17.8,1.1,9.5,8.5,0,0,0,0,,,
1954-10-09,1954,10,9,15.6,4.4,10,8,0,0,0,0,,,
1954-10-10,1954,10,10,16.7,1.1,8.9,9.1,0,0,0,0,,,
1954-10-11,1954,10,11,12.2,1.1,6.7,11.3,0,0,0,0,,,
1954-10-12,1954,10,12,7.8,1.1,4.5,13.5,0,0,0,0,,,
1954-10-13,1954,10,13,7.8,-2.8,2.5,15.5,0,0,0,0,,,
1954-10-14,1954,10,14,13.9,-2.8,5.6,12.4,0,0,0,0,,,
1954-10-15,1954,10,15,20,8.3,14.2,3.8,0,0,0,0,,,
1954-10-16,1954,10,16,22.2,0,11.1,6.9,0,0,0,0,,,
1954-10-17,1954,10,17,22.2,4.4,13.3,4.7,0,0,0,0,,,
1954-10-18,1954,10,18,20,2.2,11.1,6.9,0,0,0,0,,,
1954-10-19,1954,10,19,20.6,3.3,12,6,0,0,0,0,,,
1954-10-20,1954,10,20,14.4,2.2,8.3,9.7,0,0,0,0,,,
1954-10-21,1954,10,21,13.3,1.7,7.5,10.5,0,0,0,0,,,
1954-10-22,1954,10,22,9.4,-3.3,3.1,14.9,0,0,0,0,,,
1954-10-23,1954,10,23,5.6,-6.7,-0.6,18.6,0,0,0,0,,,
1954-10-24,1954,10,24,6.1,-7.8,-0.9,18.9,0,0,0,0,,,
1954-10-25,1954,10,25,7.8,-7.2,0.3,17.7,0,0,0,0,,,
1954-10-26,1954,10,26,17.2,-7.8,4.7,13.3,0,0,0,0,,,
1954-10-27,1954,10,27,18.9,1.7,10.3,7.7,0,0,0,0,,,
1954-10-28,1954,10,28,8.3,-2.2,3.1,14.9,0,0,0,0,,,
1954-10-29,1954,10,29,11.7,-5.6,3.1,14.9,0,0,0,0,,,
1954-10-30,1954,10,30,14.4,-3.9,5.3,12.7,0,0,0,0,,,
1954-10-31,1954,10,31,9.4,-2.2,3.6,14.4,0,0,0,0,,,
1954-11-01,1954,11,1,16.1,-4.4,5.9,12.1,0,0,0,0,,,
1954-11-02,1954,11,2,14.4,0,7.2,10.8,0,0,0,0,,,
1954-11-03,1954,11,3,12.2,-3.3,4.5,13.5,0,0,0,0,,,
1954-11-04,1954,11,4,15.6,1.7,8.7,9.3,0,0,0,0,,,
1954-11-05,1954,11,5,19.4,8.3,13.9,4.1,0,0,0,0,,,
1954-11-06,1954,11,6,11.1,2.2,6.7,11.3,0,0,0,0,,,
1954-11-07,1954,11,7,6.1,-6.7,-0.3,18.3,0,0,0,0,,,
1954-11-08,1954,11,8,13.3,-3.9,4.7,13.3,0,0,0,0,,,
1954-11-09,1954,11,9,15.6,-3.3,6.2,11.8,0,0,0,0,,,
1954-11-10,1954,11,10,12.2,-3.9,4.2,13.8,0,0,0,0,,,
1954-11-11,1954,11,11,5.6,-5.6,0,18,0,0,0,0,,,
1954-11-12,1954,11,12,5.6,-3.3,1.2,16.8,0,0,1.3,1.3,,,
1954-11-13,1954,11,13,1.7,-5.6,-2,20,0,0,0,0,,,
1954-11-14,1954,11,14,12.8,-4.4,4.2,13.8,0,0,0,0,,,
1954-11-15,1954,11,15,13.3,0.6,7,11,0,0,0,0,,,
1954-11-16,1954,11,16,9.4,-1.7,3.9,14.1,0,0,0,0,,,
1954-11-17,1954,11,17,8.9,-0.6,4.2,13.8,0,0,0,0,,,
1954-11-18,1954,11,18,13.3,-3.3,5,13,0,0,0,0,,,
1954-11-19,1954,11,19,11.1,0.6,5.9,12.1,0,0,0,0,,,
1954-11-20,1954,11,20,11.7,0.6,6.2,11.8,0,0,0,0,,,
1954-11-21,1954,11,21,20,3.3,11.7,6.3,0,0,0,0,,,
1954-11-22,1954,11,22,14.4,0,7.2,10.8,0,0,0,0,,,
1954-11-23,1954,11,23,5.6,-6.1,-0.3,18.3,0,0,0,0,,,
1954-11-24,1954,11,24,13.9,-4.4,4.8,13.2,0,0,0,0,,,
1954-11-25,1954,11,25,14.4,1.7,8.1,9.9,0,0,0,0,,,
1954-11-26,1954,11,26,8.3,-1.1,3.6,14.4,0,0,0,0,,,
1954-11-27,1954,11,27,0.6,-6.1,-2.8,20.8,0,0,0,0,,,
1954-11-28,1954,11,28,-1.7,-6.7,-4.2,22.2,0,0,2,2,,,
1954-11-29,1954,11,29,-2.2,-6.7,-4.5,22.5,0,0,0,0,,,
1954-11-30,1954,11,30,-3.3,-7.8,-5.6,23.6,0,0,0,0,,,
1954-12-01,1954,12,1,0,-15.6,-7.8,25.8,0,0,0,0,,,
1954-12-02,1954,12,2,5.6,-13.3,-3.9,21.9,0,0,0,0,,,
1954-12-03,1954,12,3,7.8,0.6,4.2,13.8,0,0,0,0,,,
1954-12-04,1954,12,4,4.4,-1.1,1.7,16.3,0,0,0,0,,,
1954-12-05,1954,12,5,7.8,-8.9,-0.6,18.6,0,0,0,0,,,
1954-12-06,1954,12,6,10,-5.6,2.2,15.8,0,0,1,1,,,
1954-12-07,1954,12,7,3.3,-8.9,-2.8,20.8,0,0,0,0,,,
1954-12-08,1954,12,8,0,-11.1,-5.6,23.6,0,0,0,0,,,
1954-12-09,1954,12,9,6.1,-6.7,-0.3,18.3,0,0,0,0,,,
